Front	Back	Tags
[기본형] 제안서 평가를 위한 평가위원회 구성에 대한 설명으로 옳은 것은?<br><br>① 조달대상물과 관련된 산업계·학계·정부·연구계 등 다양한 분야의 전문가로 구성하며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다.<br>② 평가의 일관성을 위해 수요기관 내부 인력만으로 구성하는 것이 원칙이다.<br>③ 평가위원은 평가 과정에서 획득한 정보를 자유롭게 외부에 공개할 수 있다.<br>④ 평가위원 풀을 운영하는 경우에도 위원은 발주기관이 지명 방식으로만 선정한다.	<b>정답</b>: ① 조달대상물과 관련된 산업계·학계·정부·연구계 등 다양한 분야의 전문가로 구성하며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다.<br><br>평가위원회는 외부 전문가를 포함해 다양한 분야로 구성하고 이해충돌이 없는 사람을 선정한다. 내부 인력만으로 평가할 경우 신뢰성·공정성 우려가 생기기 때문이다. 평가위원 풀에서 무작위 선정하는 방식도 운영된다.<br><br><b>근거</b>: 평가위원회는 조달대상물과 관련된 산업계, 학계, 정부, 연구계 등 다양한 분야의 전문가로 구성되며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정하는 절차가 일반적이다. 평가위원으로 참여하는 전문가는 평가 과정에서 획득한 정보는 철저하게 비밀을 유지해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-제2절-평가위원회-구성-및-이해충돌-방지	subject_2 S2.M3.SB2.D1 positive source
입찰·낙찰 방법별 평가위원회 구성에 대한 이해에서 조심할 선택지는?<br><br>제안서 평가를 위한 평가위원회 구성에 대한 설명으로 옳은 것은?	① 조달대상물과 관련된 산업계·학계·정부·연구계 등 다양한 분야의 전문가로 구성하며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다. — 전문가 구성과 이해충돌 배제 기준을 정확히 서술해 정답이다.<br>② 평가의 일관성을 위해 수요기관 내부 인력만으로 구성하는 것이 원칙이다. — 내부 인력만으로 평가하면 신뢰성·공정성 우려가 발생하므로 외부 전문가 구성이 바람직하다.<br>③ 평가위원은 평가 과정에서 획득한 정보를 자유롭게 외부에 공개할 수 있다. — 평가위원은 평가 과정에서 획득한 정보에 대해 철저히 비밀을 유지해야 한다.<br>④ 평가위원 풀을 운영하는 경우에도 위원은 발주기관이 지명 방식으로만 선정한다. — 평가위원 풀에 등록한 뒤 무작위로 선정해 위원회를 구성하는 방식도 운영된다.<br><br><b>난이도</b>: 중요	subject_2 S2.M3.SB2.D1 positive trap
[핵심개념] 이해상충 평가위원에 대한 회피	"<b>출제 포인트</b>: 평가위원회에서 활동하는 전문가가 평가·검토·선발위원회 활동 참여 동의서와 증빙서류를 제출해야 하며, 이를 통해 수요기관은 해당 전문가의 전문성과 자격요건을 검증하고 잠재적인 이해충돌 우려를 사전에 검토한다.<br><br><b>문제 연결</b>: 이해충돌은 위원 선정 단계에서 ""사전에"" 검토·차단해야 하는 사항이다. 사후 확인으로 갈음한다는 서술이 오답 포인트다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-이해충돌-사전-검토"	subject_2 S2.M3.SB2.D2 negative concept
[부정형] 평가위원의 이해충돌 방지에 대한 설명으로 옳지 않은 것은?<br><br>① 수요기관은 전문가의 전문성과 자격요건을 검증하고 잠재적 이해충돌 우려를 사전에 검토한다.<br>② 평가·검토·선발위원회 활동 참여 동의서와 증빙서류를 제출하도록 할 수 있다.<br>③ 평가위원은 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다.<br>④ 이해충돌 여부는 평가 종료 후 결과를 공개하는 시점에 확인하면 충분하다.	"<b>정답</b>: ④ 이해충돌 여부는 평가 종료 후 결과를 공개하는 시점에 확인하면 충분하다.<br><br>이해충돌은 위원 선정 단계에서 ""사전에"" 검토·차단해야 하는 사항이다. 사후 확인으로 갈음한다는 서술이 오답 포인트다.<br><br><b>근거</b>: 평가위원회에서 활동하는 전문가가 평가·검토·선발위원회 활동 참여 동의서와 증빙서류를 제출해야 하며, 이를 통해 수요기관은 해당 전문가의 전문성과 자격요건을 검증하고 잠재적인 이해충돌 우려를 사전에 검토한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-이해충돌-사전-검토"	subject_2 S2.M3.SB2.D2 negative source
이해상충 평가위원에 대한 회피에서 조심할 선택지는?<br><br>평가위원의 이해충돌 방지에 대한 설명으로 옳지 않은 것은?	① 수요기관은 전문가의 전문성과 자격요건을 검증하고 잠재적 이해충돌 우려를 사전에 검토한다. — 전문성·자격요건 검증과 이해충돌 사전 검토는 수요기관의 역할이다.<br>② 평가·검토·선발위원회 활동 참여 동의서와 증빙서류를 제출하도록 할 수 있다. — 활동 참여 동의서와 증빙서류 제출은 실제 운영되는 절차다.<br>③ 평가위원은 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다. — 이해충돌 관계가 없는 인물을 선정하는 것이 일반적 절차다.<br>④ 이해충돌 여부는 평가 종료 후 결과를 공개하는 시점에 확인하면 충분하다. — 이해충돌은 사전에 검토해야 하며 사후 확인으로 갈음할 수 없으므로 옳지 않다.<br><br><b>난이도</b>: 함정	subject_2 S2.M3.SB2.D2 negative trap
[핵심개념] 기술(규격) 적합자 및 우선협상대상자 이해	"<b>출제 포인트</b>: 낙찰자를 선정하기 위한 평가 방법은 크게 기술중시형, 기술가격균형형, 가격중시형으로 분류할 수 있으며, 기술 분야와 가격 분야의 평가 가중치 70(기술):30(가격)을 기준으로 유형별 최대 20점 범위내에서 가감 조정 반영할 수 있다.<br><br><b>문제 연결</b>: 기본 가중치는 기술 70 : 가격 30이며, 기술중시형·기술가격균형형·가격중시형에 따라 최대 20점 범위에서 가감 조정할 수 있다. ""고정되어 조정 불가""라는 선택지가 함정이다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-협상에-의한-계약-제안서-평가기준"	subject_2 S2.M3.SB3.D1 numeric concept
[숫자 암기] 협상에 의한 계약에서 낙찰자 선정을 위한 기술 분야와 가격 분야의 기준 평가 가중치와 조정 범위로 옳은 것은?<br><br>① 기술 70 : 가격 30을 기준으로 유형별 최대 20점 범위 내에서 가감 조정<br>② 기술 80 : 가격 20을 기준으로 유형별 최대 10점 범위 내에서 가감 조정<br>③ 기술 50 : 가격 50을 기준으로 유형별 최대 20점 범위 내에서 가감 조정<br>④ 기술 70 : 가격 30으로 고정되며 조정할 수 없다.	"<b>정답</b>: ① 기술 70 : 가격 30을 기준으로 유형별 최대 20점 범위 내에서 가감 조정<br><br>기본 가중치는 기술 70 : 가격 30이며, 기술중시형·기술가격균형형·가격중시형에 따라 최대 20점 범위에서 가감 조정할 수 있다. ""고정되어 조정 불가""라는 선택지가 함정이다.<br><br><b>근거</b>: 낙찰자를 선정하기 위한 평가 방법은 크게 기술중시형, 기술가격균형형, 가격중시형으로 분류할 수 있으며, 기술 분야와 가격 분야의 평가 가중치 70(기술):30(가격)을 기준으로 유형별 최대 20점 범위내에서 가감 조정 반영할 수 있다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-협상에-의한-계약-제안서-평가기준"	subject_2 S2.M3.SB3.D1 numeric source
기술(규격) 적합자 및 우선협상대상자 이해에서 조심할 선택지는?<br><br>협상에 의한 계약에서 낙찰자 선정을 위한 기술 분야와 가격 분야의 기준 평가 가중치와 조정 범위로 옳은 것은?	① 기술 70 : 가격 30을 기준으로 유형별 최대 20점 범위 내에서 가감 조정 — 70:30 기준과 최대 20점 조정 범위를 정확히 서술해 정답이다.<br>② 기술 80 : 가격 20을 기준으로 유형별 최대 10점 범위 내에서 가감 조정 — 80:20은 기준 가중치가 아니며 조정 범위도 다르다.<br>③ 기술 50 : 가격 50을 기준으로 유형별 최대 20점 범위 내에서 가감 조정 — 50:50은 기준 가중치가 아니다.<br>④ 기술 70 : 가격 30으로 고정되며 조정할 수 없다. — 유형별로 최대 20점 범위에서 가감 조정할 수 있으므로 고정이 아니다.<br><br><b>난이도</b>: 함정	subject_2 S2.M3.SB3.D1 numeric trap
[핵심개념] 일반·제한·지명 경쟁입찰 절차	<b>출제 포인트</b>: ‘①평가위원 선정(평가 전일) → ②평가위원 출석 확인 → ③위원장 선출 → ④평가회의 개최 → ⑤평가개요 소개 → ⑥수요기관의 사업설명 → ⑦평가위원 사전 검토 → ⑧공급업체 제안 발표 → ⑨제안서 평가 → ⑩평가보고서(결과표), 서명 → ⑪가격제안서 평가(개찰) → ⑫우선협상대상자 선정’ 등 12개 절차로 구성되어 있다.<br><br><b>문제 연결</b>: 기술(제안서) 평가를 마치고 서명한 뒤 ⑪가격제안서 평가(개찰)를 거쳐 ⑫우선협상대상자를 선정한다. 기술평가와 가격평가의 순서가 핵심이다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-제안서-평가-및-협상-12개-절차	subject_2 S2.M3.SB1.D1 box-blank concept
[박스 빈칸] 다음은 협상에 의한 계약의 제안서 평가·협상 절차 일부이다. ( ㄱ )에 들어갈 단계로 옳은 것은?<br><br><div style='border-left:3px solid #6f8f73;padding-left:10px'>⑧ 공급업체 제안 발표<br>⑨ 제안서 평가(정량: 수요기관, 정성: 평가위원)<br>⑩ 평가보고서(결과표), 서명<br>⑪ ( ㄱ )<br>⑫ 우선협상대상자 선정</div><br><br>① 가격제안서 평가(개찰)<br>② 평가위원 선정<br>③ 수요기관의 사업설명<br>④ 계약 체결 및 착수보고	<b>정답</b>: ① 가격제안서 평가(개찰)<br><br>기술(제안서) 평가를 마치고 서명한 뒤 ⑪가격제안서 평가(개찰)를 거쳐 ⑫우선협상대상자를 선정한다. 기술평가와 가격평가의 순서가 핵심이다.<br><br><b>근거</b>: ‘①평가위원 선정(평가 전일) → ②평가위원 출석 확인 → ③위원장 선출 → ④평가회의 개최 → ⑤평가개요 소개 → ⑥수요기관의 사업설명 → ⑦평가위원 사전 검토 → ⑧공급업체 제안 발표 → ⑨제안서 평가 → ⑩평가보고서(결과표), 서명 → ⑪가격제안서 평가(개찰) → ⑫우선협상대상자 선정’ 등 12개 절차로 구성되어 있다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-제안서-평가-및-협상-12개-절차	subject_2 S2.M3.SB1.D1 box-blank source
일반·제한·지명 경쟁입찰 절차에서 조심할 선택지는?<br><br>다음은 협상에 의한 계약의 제안서 평가·협상 절차 일부이다. ( ㄱ )에 들어갈 단계로 옳은 것은?	① 가격제안서 평가(개찰) — ⑩ 평가보고서 서명 다음, ⑫ 우선협상대상자 선정 직전 단계는 가격제안서 평가(개찰)이므로 정답이다.<br>② 평가위원 선정 — 평가위원 선정은 ① 단계로 평가 전일에 이루어진다.<br>③ 수요기관의 사업설명 — 수요기관의 사업설명은 ⑥ 단계에 해당한다.<br>④ 계약 체결 및 착수보고 — 계약 체결은 우선협상대상자 선정과 협상 이후의 절차다.<br><br><b>난이도</b>: 중요	subject_2 S2.M3.SB1.D1 box-blank trap
[핵심개념] 적격심사 절차 및 낙찰자 결정	<b>출제 포인트</b>: 과도한 최저가 경쟁이 발생하지 않도록 사전 일정 수준 이상의 가격으로 투찰하도록 하한선을 설정하고, 해당 가격 이상으로 투찰한 경우에 기술적, 품질적 요구 수준을 평가한 점수와 이를 가격평가 점수를 합산해 평가하는 방법도 존재한다. 국내에서는 이 방법을 적격심사낙찰제 또는 계약 이행능력심사제라고 한다.<br><br><b>문제 연결</b>: 적격심사낙찰제(계약 이행능력심사제)는 투찰 하한선을 두고 기술·품질 평가와 가격평가를 합산하는 방식이다. 2단계경쟁(규격가격분리)입찰이나 희망수량경쟁입찰과 구분해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제2절-평가-적격심사낙찰제	subject_2 S2.M3.SB4.D1 concept-diff concept
[개념 구별] 적격심사낙찰제에 대한 설명으로 옳은 것은?<br><br>① 과도한 최저가 경쟁을 막기 위해 투찰가격 하한선을 설정하고, 하한선 이상 투찰한 자를 대상으로 기술·품질 평가점수와 가격평가 점수를 합산해 평가하는 방법으로 계약 이행능력심사제라고도 한다.<br>② 가격을 전혀 고려하지 않고 기술 점수만으로 낙찰자를 결정하는 방법이다.<br>③ 규격과 가격을 분리해 2단계로 진행하는 입찰을 가리키는 용어다.<br>④ 희망하는 수량을 제시해 낙찰자를 결정하는 방법이다.	<b>정답</b>: ① 과도한 최저가 경쟁을 막기 위해 투찰가격 하한선을 설정하고, 하한선 이상 투찰한 자를 대상으로 기술·품질 평가점수와 가격평가 점수를 합산해 평가하는 방법으로 계약 이행능력심사제라고도 한다.<br><br>적격심사낙찰제(계약 이행능력심사제)는 투찰 하한선을 두고 기술·품질 평가와 가격평가를 합산하는 방식이다. 2단계경쟁(규격가격분리)입찰이나 희망수량경쟁입찰과 구분해야 한다.<br><br><b>근거</b>: 과도한 최저가 경쟁이 발생하지 않도록 사전 일정 수준 이상의 가격으로 투찰하도록 하한선을 설정하고, 해당 가격 이상으로 투찰한 경우에 기술적, 품질적 요구 수준을 평가한 점수와 이를 가격평가 점수를 합산해 평가하는 방법도 존재한다. 국내에서는 이 방법을 적격심사낙찰제 또는 계약 이행능력심사제라고 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제2절-평가-적격심사낙찰제	subject_2 S2.M3.SB4.D1 concept-diff source
적격심사 절차 및 낙찰자 결정에서 조심할 선택지는?<br><br>적격심사낙찰제에 대한 설명으로 옳은 것은?	① 과도한 최저가 경쟁을 막기 위해 투찰가격 하한선을 설정하고, 하한선 이상 투찰한 자를 대상으로 기술·품질 평가점수와 가격평가 점수를 합산해 평가하는 방법으로 계약 이행능력심사제라고도 한다. — 하한선 설정과 기술·품질·가격 합산 평가라는 특징을 정확히 서술해 정답이다.<br>② 가격을 전혀 고려하지 않고 기술 점수만으로 낙찰자를 결정하는 방법이다. — 적격심사낙찰제는 가격평가 점수를 합산하므로 가격을 고려한다.<br>③ 규격과 가격을 분리해 2단계로 진행하는 입찰을 가리키는 용어다. — 규격과 가격을 분리해 진행하는 것은 2단계경쟁(규격가격분리)입찰이다.<br>④ 희망하는 수량을 제시해 낙찰자를 결정하는 방법이다. — 희망 수량을 제시해 낙찰자를 결정하는 것은 희망수량경쟁입찰이다.<br><br><b>난이도</b>: 함정	subject_2 S2.M3.SB4.D1 concept-diff trap
[핵심개념] 무효입찰 사유	<b>출제 포인트</b>: 지정정보처리장치를 이용한 전자입찰 방식으로 진행되므로 입찰공고와 관련 전자입찰특별유의서의 내용을 확인하여 무효입찰이 되지 않도록 해야함. 계약집행기준의 입찰유의서에 정한 입찰무효 해당 여부 확인을 위하여 등록정보 확인을 위한 서류 제출을 요청받은 경우, 낙찰대상자는 관계서류를 제출하여야 합니다.<br><br><b>문제 연결</b>: 등록정보(상호·대표자명 등) 미변경은 대표적인 입찰무효 사유로, 사전에 점검해야 한다. 개찰 이후에 정리하면 된다는 서술은 옳지 않다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-입찰참가자-유의사항-무효입찰	subject_2 S2.M2.SB5.D2 negative concept
[부정형] 무효입찰을 피하기 위한 입찰 준비에 대한 설명으로 옳지 않은 것은?<br><br>① 지정정보처리장치를 이용한 전자입찰 방식이므로 입찰공고와 전자입찰특별유의서의 내용을 확인해야 한다.<br>② 입찰유의서, 물품구매계약일반조건·특수조건, 구매시방서 등 입찰공고에 첨부된 규정과 문서를 확인해야 한다.<br>③ 낙찰대상자는 등록정보 확인을 위한 서류 제출을 요청받은 경우 관계서류를 제출해야 한다.<br>④ 입찰참가자격 등록정보는 개찰 이후에 변경해도 무효입찰 사유가 되지 않는다.	<b>정답</b>: ④ 입찰참가자격 등록정보는 개찰 이후에 변경해도 무효입찰 사유가 되지 않는다.<br><br>등록정보(상호·대표자명 등) 미변경은 대표적인 입찰무효 사유로, 사전에 점검해야 한다. 개찰 이후에 정리하면 된다는 서술은 옳지 않다.<br><br><b>근거</b>: 지정정보처리장치를 이용한 전자입찰 방식으로 진행되므로 입찰공고와 관련 전자입찰특별유의서의 내용을 확인하여 무효입찰이 되지 않도록 해야함. 계약집행기준의 입찰유의서에 정한 입찰무효 해당 여부 확인을 위하여 등록정보 확인을 위한 서류 제출을 요청받은 경우, 낙찰대상자는 관계서류를 제출하여야 합니다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-입찰참가자-유의사항-무효입찰	subject_2 S2.M2.SB5.D2 negative source
무효입찰 사유에서 조심할 선택지는?<br><br>무효입찰을 피하기 위한 입찰 준비에 대한 설명으로 옳지 않은 것은?	① 지정정보처리장치를 이용한 전자입찰 방식이므로 입찰공고와 전자입찰특별유의서의 내용을 확인해야 한다. — 전자입찰특별유의서 확인은 무효입찰 방지를 위한 필수 절차다.<br>② 입찰유의서, 물품구매계약일반조건·특수조건, 구매시방서 등 입찰공고에 첨부된 규정과 문서를 확인해야 한다. — 입찰공고 첨부 규정·문서의 확인은 입찰참가자 유의사항에 해당한다.<br>③ 낙찰대상자는 등록정보 확인을 위한 서류 제출을 요청받은 경우 관계서류를 제출해야 한다. — 낙찰대상자의 관계서류 제출 의무는 계약집행기준에 규정되어 있다.<br>④ 입찰참가자격 등록정보는 개찰 이후에 변경해도 무효입찰 사유가 되지 않는다. — 등록정보 미변경은 입찰무효 사유이므로 사전에 점검해야 하며 개찰 이후 변경으로 해소되지 않는다.<br><br><b>난이도</b>: 함정	subject_2 S2.M2.SB5.D2 negative trap
[핵심개념] 수요정보 평가와 요구사항 분석	<b>출제 포인트</b>: 공공조달계획 수립에서는 수요정보를 평가하고 요구사항을 분석하여 조달 대상, 성능, 수량, 일정, 예산 등 계획 요소를 명확히 해야 한다.<br><br><b>문제 연결</b>: 요구사항 분석은 조달 목적과 조건을 구체화하는 초기 계획 활동이다. 사후 임의 변경이나 가격협상만을 의미하지 않는다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공공조달계획-수요정보-요구사항-분석	subject_2 S2.M1.SB1.D2 positive concept
[기본형] 수요정보 평가와 요구사항 분석에 대한 설명으로 옳은 것은?<br><br>① 수요기관의 목적, 물량, 성능, 일정, 예산 제약을 검토해 조달 요구사항을 구체화하는 과정이다.<br>② 공급업체가 낙찰된 뒤 임의로 요구사항을 새로 만드는 과정이다.<br>③ 입찰공고 이후에는 수요정보 검토가 전혀 필요 없는 절차이다.<br>④ 가격협상만을 의미하며 성능이나 일정은 고려하지 않는다.	<b>정답</b>: ① 수요기관의 목적, 물량, 성능, 일정, 예산 제약을 검토해 조달 요구사항을 구체화하는 과정이다.<br><br>요구사항 분석은 조달 목적과 조건을 구체화하는 초기 계획 활동이다. 사후 임의 변경이나 가격협상만을 의미하지 않는다.<br><br><b>근거</b>: 공공조달계획 수립에서는 수요정보를 평가하고 요구사항을 분석하여 조달 대상, 성능, 수량, 일정, 예산 등 계획 요소를 명확히 해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공공조달계획-수요정보-요구사항-분석	subject_2 S2.M1.SB1.D2 positive source
수요정보 평가와 요구사항 분석에서 조심할 선택지는?<br><br>수요정보 평가와 요구사항 분석에 대한 설명으로 옳은 것은?	① 수요기관의 목적, 물량, 성능, 일정, 예산 제약을 검토해 조달 요구사항을 구체화하는 과정이다. — 목적·물량·성능·일정·예산 검토를 모두 포함해 정답이다.<br>② 공급업체가 낙찰된 뒤 임의로 요구사항을 새로 만드는 과정이다. — 낙찰 후 공급업체가 임의로 요구사항을 만드는 절차가 아니다.<br>③ 입찰공고 이후에는 수요정보 검토가 전혀 필요 없는 절차이다. — 입찰공고 이후에도 질의·정정 등 검토가 필요할 수 있다.<br>④ 가격협상만을 의미하며 성능이나 일정은 고려하지 않는다. — 가격뿐 아니라 성능과 일정도 핵심 요소다.<br><br><b>난이도</b>: 기초	subject_2 S2.M1.SB1.D2 positive trap
[핵심개념] 공급정보 적정성 분석	<b>출제 포인트</b>: 공급정보 적정성 분석은 수요 요구사항이 시장에서 충족 가능한지, 공급자와 공급역량이 충분한지 검토하는 계획 수립 활동이다.<br><br><b>문제 연결</b>: 공급시장 정보 확인은 조달 가능성과 규격·예산 적정성을 판단하는 데 필요하다. 확인이 전혀 필요 없다는 설명은 틀리다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공급정보-적정성-분석	subject_2 S2.M1.SB2.D2 negative concept
[부정형] 공급정보 적정성 분석에 대한 설명으로 옳지 않은 것은?<br><br>① 시장에 존재하는 공급자, 제품·서비스, 기술 수준, 납품 가능성 등을 검토한다.<br>② 수요 요구사항과 시장 공급 가능성이 맞는지 확인한다.<br>③ 특정 업체의 주장만으로 규격과 예산의 적정성을 확정해서는 곤란하다.<br>④ 조달계획 단계에서는 공급시장 정보를 확인할 필요가 전혀 없다.	<b>정답</b>: ④ 조달계획 단계에서는 공급시장 정보를 확인할 필요가 전혀 없다.<br><br>공급시장 정보 확인은 조달 가능성과 규격·예산 적정성을 판단하는 데 필요하다. 확인이 전혀 필요 없다는 설명은 틀리다.<br><br><b>근거</b>: 공급정보 적정성 분석은 수요 요구사항이 시장에서 충족 가능한지, 공급자와 공급역량이 충분한지 검토하는 계획 수립 활동이다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공급정보-적정성-분석	subject_2 S2.M1.SB2.D2 negative source
공급정보 적정성 분석에서 조심할 선택지는?<br><br>공급정보 적정성 분석에 대한 설명으로 옳지 않은 것은?	① 시장에 존재하는 공급자, 제품·서비스, 기술 수준, 납품 가능성 등을 검토한다. — 공급자·기술·납품 가능성 검토는 적정성 분석의 내용이다.<br>② 수요 요구사항과 시장 공급 가능성이 맞는지 확인한다. — 수요와 공급 가능성의 정합성 확인이 핵심이다.<br>③ 특정 업체의 주장만으로 규격과 예산의 적정성을 확정해서는 곤란하다. — 특정 업체 주장만으로 확정하면 편향될 수 있다.<br>④ 조달계획 단계에서는 공급시장 정보를 확인할 필요가 전혀 없다. — 공급시장 정보 확인이 필요 없다는 설명은 정답이다.<br><br><b>난이도</b>: 중요	subject_2 S2.M1.SB2.D2 negative trap
[핵심개념] 다양한 공급방법의 장단점 분석	<b>출제 포인트</b>: 조달계획에서는 공급방법별 장단점, 경쟁성, 조달기간, 품질확보, 위험요인을 비교하여 목적에 맞는 조달 방식을 검토한다.<br><br><b>문제 연결</b>: 공급방법 분석은 상황별 적합한 조달 방식을 고르기 위한 비교 과정이다. 특정 방식만 고정하거나 일정·위험을 배제하지 않는다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공급방법-장단점-분석	subject_2 S2.M1.SB4.D2 concept-diff concept
[개념 구별] 공급방법의 장단점 분석에 대한 설명으로 옳은 것은?<br><br>① 일반경쟁, 제한경쟁, 수의계약, 다수공급자계약 등 방법별 경쟁성·신속성·품질확보 가능성을 비교한다.<br>② 항상 수의계약만 선택하는 것이 분석의 목적이다.<br>③ 공급방법은 계약 체결 후에만 정하므로 계획 단계에서 검토하지 않는다.<br>④ 공급방법 비교에서는 조달 위험과 일정 영향은 배제한다.	<b>정답</b>: ① 일반경쟁, 제한경쟁, 수의계약, 다수공급자계약 등 방법별 경쟁성·신속성·품질확보 가능성을 비교한다.<br><br>공급방법 분석은 상황별 적합한 조달 방식을 고르기 위한 비교 과정이다. 특정 방식만 고정하거나 일정·위험을 배제하지 않는다.<br><br><b>근거</b>: 조달계획에서는 공급방법별 장단점, 경쟁성, 조달기간, 품질확보, 위험요인을 비교하여 목적에 맞는 조달 방식을 검토한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#공급방법-장단점-분석	subject_2 S2.M1.SB4.D2 concept-diff source
다양한 공급방법의 장단점 분석에서 조심할 선택지는?<br><br>공급방법의 장단점 분석에 대한 설명으로 옳은 것은?	① 일반경쟁, 제한경쟁, 수의계약, 다수공급자계약 등 방법별 경쟁성·신속성·품질확보 가능성을 비교한다. — 여러 공급방법을 경쟁성·신속성·품질 측면에서 비교한다는 설명이 맞다.<br>② 항상 수의계약만 선택하는 것이 분석의 목적이다. — 수의계약만을 항상 선택하는 것이 목적은 아니다.<br>③ 공급방법은 계약 체결 후에만 정하므로 계획 단계에서 검토하지 않는다. — 공급방법은 계획 단계에서 사전에 검토해야 한다.<br>④ 공급방법 비교에서는 조달 위험과 일정 영향은 배제한다. — 위험과 일정 영향도 공급방법 선택의 중요한 판단 요소다.<br><br><b>난이도</b>: 중요	subject_2 S2.M1.SB4.D2 concept-diff trap
[핵심개념] 수요기관의 정보요청(규격, 과업 및 예산 등)에 대한 문서 작성 및 제출	<b>출제 포인트</b>: 수요기관의 정보요청에 대응할 때에는 규격, 과업, 예산 등 요청사항에 부합하는 객관적 자료와 증빙을 문서화하여 제출해야 한다.<br><br><b>문제 연결</b>: 정보요청 대응 문서는 요청사항에 맞는 객관적 검토자료와 증빙을 포함해야 한다. 담합, 무관한 홍보물, 기한 경과 자료는 부적절하다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#수요기관-정보요청-문서작성-제출	subject_2 S2.M2.SB1.D2 box-blank concept
[박스 빈칸] 다음 설명의 ( ㄱ )에 들어갈 내용으로 가장 적절한 것은?<br><br><div style='border-left:3px solid #6f8f73;padding-left:10px'>수요기관이 규격, 과업범위, 예산 산정 근거 등에 관한 정보를 요청한 경우 공급자는 사실에 근거해 ( ㄱ )를 작성·제출하여야 한다.</div><br><br>① 규격·과업·예산 관련 검토자료와 증빙문서<br>② 입찰가격을 담합하기 위한 업체 간 합의서<br>③ 공고와 무관한 홍보물만 포함한 자료<br>④ 제출기한이 지난 뒤 임의로 작성한 사후 보고서	<b>정답</b>: ① 규격·과업·예산 관련 검토자료와 증빙문서<br><br>정보요청 대응 문서는 요청사항에 맞는 객관적 검토자료와 증빙을 포함해야 한다. 담합, 무관한 홍보물, 기한 경과 자료는 부적절하다.<br><br><b>근거</b>: 수요기관의 정보요청에 대응할 때에는 규격, 과업, 예산 등 요청사항에 부합하는 객관적 자료와 증빙을 문서화하여 제출해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#수요기관-정보요청-문서작성-제출	subject_2 S2.M2.SB1.D2 box-blank source
수요기관의 정보요청(규격, 과업 및 예산 등)에 대한 문서 작성 및 제출에서 조심할 선택지는?<br><br>다음 설명의 ( ㄱ )에 들어갈 내용으로 가장 적절한 것은?	① 규격·과업·예산 관련 검토자료와 증빙문서 — 요청 내용과 증빙을 갖춘 문서 작성이라는 취지에 맞다.<br>② 입찰가격을 담합하기 위한 업체 간 합의서 — 담합 목적의 합의서는 위법·부당한 자료다.<br>③ 공고와 무관한 홍보물만 포함한 자료 — 요청사항과 무관한 홍보물만 제출하는 것은 적절하지 않다.<br>④ 제출기한이 지난 뒤 임의로 작성한 사후 보고서 — 제출기한과 요청 형식을 준수해야 한다.<br><br><b>난이도</b>: 기초	subject_2 S2.M2.SB1.D2 box-blank trap
[핵심개념] 당해 규격공개 관련 법규 준수 및 부합여부 검토	<b>출제 포인트</b>: 사전규격공개는 규격의 적정성, 특정 규격 편중 여부, 관련 법규 준수 여부를 검토하고 필요한 의견을 제시할 수 있는 단계이다.<br><br><b>문제 연결</b>: 사전규격공개 분석에서는 규격의 공정성, 법규 부합성, 특정 업체 편중 여부를 확인한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#사전규격공개-법규준수-검토	subject_2 S2.M2.SB2.D3 positive concept
